Year,Region,UF,Grade,Mean_General,Mean_General_std,Public_Share,Network_Data_Coverage,Natural_Sciences,Humanities,Language,Math,Essay
2015,Southeast,RJ,3EM,526.7516719203933,76.9795327288149,0.7231584557526441,1.1629492540440503,486.1843852315373,567.6491478049782,519.4714405570212,492.0538544063955,571.627877539262
2015,Center-West,DF,3EM,526.4805949021342,78.48685831729442,0.7280151714434283,1.141914076143905,492.7972627550149,566.337624269755,522.1888185215947,488.211910618396,566.7711840726511
2015,South,PR,3EM,523.8127401655003,70.08413857037203,0.7731953558808683,1.1407183473691787,491.1635237866885,569.1111422930476,517.6028794764069,487.9648735172217,555.3979414093428
2015,Southeast,MG,3EM,523.0601070567092,79.53340709698959,0.8484694943916296,1.1576712981632877,489.9936697339755,564.3653169291621,511.7885132338525,495.13210444129714,557.075704806247
2015,Southeast,SP,3EM,521.8242265891859,72.24582222273322,0.7867161773588792,1.2003254336051963,488.08985918343365,563.5074409511781,520.267252079451,488.39217448886683,551.9504164815081
2015,South,SC,3EM,519.7247432008477,67.49259690025099,0.8124807256235828,1.174621777114852,486.4896501488064,562.9034127562169,512.070482118367,485.0209668910507,554.3907734924355
2015,South,RS,3EM,518.6014410733549,67.80796042858475,0.8339142495326539,1.1511016090294457,481.04062166506816,563.5034010481387,515.8962603212112,481.74782256180515,553.7342394246922
2015,Southeast,ES,3EM,508.68998197890585,74.60935866178717,0.8647210703387841,1.1283326466953092,480.6465593055794,554.13916978331,499.1121275799533,480.4491748509547,531.6883644282267
2015,Center-West,GO,3EM,507.67869066759647,75.1513485961673,0.8069926967442496,1.1637475674172921,478.05948595500166,551.2744143164923,500.5801935978909,469.483384506377,541.4250367369633
2015,Northeast,SE,3EM,507.04549886544135,79.52658856664145,0.7245335350479072,1.0993001178019541,472.41647355507087,549.0118934023991,490.00373754723466,464.59272264980757,561.3014344120296
2015,Center-West,MS,3EM,504.25843455895733,71.95194354976233,0.8360338147234941,1.1588346344201235,477.3730135007224,549.1023661270236,495.9563983436016,465.46305314204886,536.1583754273178
2015,Northeast,RN,3EM,504.11753319626484,77.05722956690421,0.7906220620495142,1.1202387221344567,472.21132901343174,546.7577251469515,492.13539428076257,462.6160771564803,549.4777075653853
2015,Northeast,PB,3EM,501.87395881501203,72.57519153182766,0.7938751091420625,1.104116827935873,466.40881878158336,547.0955725512209,489.9551055777597,457.63955849577246,550.3655157639162
2015,Northeast,PE,3EM,500.05347498587196,72.6972745999635,0.8264533561625511,1.1404033316044788,467.1941006336191,545.5773158843957,491.41168725642143,462.78115573350993,535.9733349604905
2015,Northeast,BA,3EM,497.6629093016217,72.6918246252146,0.8349843385095573,1.1516321874243178,466.05786998340795,546.9267697680219,489.3686987872828,453.2853657306417,534.9437497610035
2015,Northeast,PI,3EM,492.939954301784,76.45718307098063,0.8160195511496626,1.1176855307198093,463.4622785191887,539.3802585946924,482.05326371748623,452.2354364506571,529.5239872273304
2015,North,PA,3EM,492.2441186912208,71.26160767668772,0.8165842183554156,1.1482879161039168,461.49410771142345,540.3454570158583,483.40097319781813,444.04797440527597,534.4815484229761
2015,Center-West,MT,3EM,492.1467231894333,66.53230707902313,0.8703652748159868,1.1874208699203594,468.10432509505705,540.0722288202692,484.3892237736912,448.10426208395376,522.7909332244232
2015,Northeast,AL,3EM,491.2049673976976,68.03076460773673,0.7406257136332496,1.128201164528263,458.72671717171715,535.7617936676262,479.60959649926224,445.95550521761265,538.1723089606843
2015,North,RO,3EM,489.9565920001846,61.654813285384684,0.9279441838084928,1.1962011655514786,466.49476679622427,541.4629822370247,483.53135047092985,446.9855897980871,513.2457730771998
2015,Northeast,CE,3EM,488.8148177957429,75.73174606258932,0.8902851619139681,1.2594566308549948,457.4891403179294,533.0437144059188,477.79164322685205,453.37542778846955,526.8015442448578
2015,North,RR,3EM,488.4222653147444,62.57437253366589,0.9116803278688524,1.2862414338429098,462.8867673406706,536.286010230179,483.06798654244307,438.9023045054376,524.6547179757512
2015,North,AP,3EM,483.7826998733476,61.7462728122654,0.8856658903239466,1.158023783253647,453.92315488255633,530.5026927201238,477.58331921074927,431.02101247426424,528.4263822483756
2015,North,TO,3EM,482.58461526078554,66.48032440519773,0.9124087591240876,1.1890177751815072,455.969962867291,533.309492291549,474.74326678169416,444.86734576521815,506.3030960527414
2015,Northeast,MA,3EM,481.0515591041977,65.97174275616973,0.8729473506009818,1.1481049562682215,450.42473105540023,530.4772487148509,473.77564393848803,437.9253265706493,514.7055393586006
2015,North,AM,3EM,480.98172719230473,62.601332771182996,0.9155796996194405,1.2001185371125753,449.309705822819,527.5343901780896,475.3868135639758,430.4627712912088,525.4248858208695
2015,North,AC,3EM,480.05637820512817,60.522457672962894,0.9372480662381523,1.1745361484325016,450.4946296296296,530.2958163643095,473.85877237206955,431.75198637911467,516.3321817018555
